file,class,subset
CHN2279_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0497_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4772_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3809_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2200_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4376_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1865_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2837_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3566_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1784_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2675_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0398_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3944_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2891_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1289_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3782_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0479_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4754_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2099_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4592_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1847_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0794_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3629_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4358_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3467_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2738_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1685_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1210_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3386_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4277_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3548_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0040_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1487_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0758_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0202_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0596_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0121_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2297_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4790_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4394_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1883_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4000_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3746_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1964_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3584_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0138_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1902_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3360_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4251_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0930_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0219_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4170_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1821_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3997_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4332_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0057_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2316_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1263_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0372_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3207_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1425_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0291_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1344_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2073_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2235_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3720_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2118_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0336_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1308_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2037_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4530_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0255_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3801_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0093_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1146_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0417_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4134_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1623_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3799_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0732_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1380_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0651_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4215_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1704_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1542_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1209_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4431_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1128_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4512_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0390_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0714_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1443_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4116_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1999_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2334_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0471_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4035_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2253_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2091_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0633_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3144_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2415_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0354_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0192_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3027_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0516_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1245_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0435_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0273_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1326_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2055_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0750_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0039_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2532_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3261_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1641_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4152_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1560_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0831_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4071_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4789_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1722_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3180_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4233_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4503_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1830_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1119_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0066_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4341_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1038_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0309_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4260_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2082_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0462_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4026_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2244_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0381_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1272_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2325_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2046_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3810_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2208_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4701_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4620_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0345_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3018_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0507_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4224_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1713_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2998_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1470_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4305_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3252_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3090_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1632_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3414_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4143_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1137_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0084_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0246_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4521_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3711_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2109_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4602_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1056_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4044_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2262_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1533_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4206_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3153_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1290_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3072_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1452_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0723_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2226_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4008_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3117_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0606_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0363_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1416_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2145_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4404_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0129_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3351_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4798_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1731_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4242_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3513_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0921_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3432_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2703_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3270_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1812_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0048_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4323_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1700_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4211_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3795_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0017_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3399_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0332_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2114_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1698_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0251_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2033_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2589_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1142_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0134_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1106_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0530_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2868_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1421_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2150_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1340_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2949_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2231_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4013_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1007_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3500_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0116_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3975_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4310_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1959_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1241_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1878_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0431_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2213_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2769_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2051_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1322_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0987_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0314_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1599_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0789_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2015_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0710_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3939_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3777_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1995_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4112_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3696_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1520_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4031_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2411_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3140_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3410_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3966_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4301_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0026_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4220_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4776_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0107_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2994_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1313_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2042_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2204_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1788_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0341_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2679_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0062_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0699_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0305_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1034_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0143_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3849_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2402_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3687_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2240_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4022_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1430_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3212_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3768_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2321_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3050_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0044_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4794_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN0125_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1016_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4004_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1887_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0440_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3669_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2222_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2778_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0996_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1968_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2697_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1250_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3588_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2859_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2141_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1412_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0798_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0080_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1689_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2024_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0323_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1052_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4040_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2420_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4202_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3786_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1610_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4839_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3230_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2895_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2671_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1069_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3562_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3805_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN2752_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2590_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1861_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN4372_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0097_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1627_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2356_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3409_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0574_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2194_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN2437_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3166_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1708_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN4219_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1384_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN0655_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3328_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1546_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN1267_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN3049_landcover_v4p1_2018_L8_TIR.png,landcover,validate
CHN1429_landcover_v4p1_2018_L8_TIR.png,landcover,train
CHN3922_landcover_v4p1_2018_L8_TIR.png,landcover,train
