file,class,subset
CHN4642_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4813_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2979_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2511_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4500_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0404_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4591_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2235_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2159_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3790_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1629_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2514_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2380_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0670_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4820_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1282_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1818_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0021_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1209_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1882_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3165_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3594_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1659_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0794_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1242_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3683_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0724_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4628_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4540_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4490_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2971_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3301_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1336_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4762_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1340_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4290_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4408_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3868_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1863_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0622_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2050_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2849_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4466_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4748_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2411_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3893_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4759_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2199_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0834_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3656_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2929_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4355_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2193_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1997_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4111_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1454_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3018_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1430_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4017_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3745_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0898_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4389_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3260_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4401_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2452_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4661_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4018_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3038_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1197_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4243_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1533_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1762_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0445_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4692_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1838_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0618_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3568_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0913_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0723_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4371_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1493_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2093_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2229_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3761_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1930_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4387_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1188_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0038_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0226_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3387_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0492_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1691_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3853_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1689_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0893_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1491_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4588_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4763_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1898_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0018_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2976_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0309_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1417_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4800_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4397_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1122_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1421_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4298_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3384_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2297_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2701_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3524_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2895_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4365_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2565_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2476_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3510_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2345_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4388_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2379_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0400_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2262_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0565_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1420_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4861_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4652_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1277_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3508_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4437_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2281_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4456_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3767_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0541_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2131_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0318_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3244_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3704_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2403_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4774_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2200_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4231_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2912_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2539_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1812_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2301_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0118_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2950_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4619_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4548_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0356_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4562_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3960_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0486_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1607_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3219_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0491_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3374_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3732_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1681_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1793_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3598_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3198_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0107_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4444_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1989_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1889_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0108_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4240_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3094_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3770_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0005_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3490_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3379_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2696_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3161_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3347_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1951_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2175_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2926_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4297_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3956_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2783_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2833_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2502_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0563_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3869_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4248_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4531_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2004_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0117_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2277_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4836_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2840_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1020_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3520_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2096_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0613_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4541_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2292_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3265_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1809_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3395_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2409_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4210_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4015_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3625_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4835_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0434_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4255_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1984_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4062_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4465_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2433_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4654_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3068_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0437_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0104_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4784_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4718_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1396_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1324_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3877_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0560_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4728_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4364_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1229_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4715_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3784_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3360_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2867_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4736_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2602_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0205_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3651_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3682_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4336_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1041_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1834_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1973_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3468_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0919_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4655_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0276_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3667_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4077_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2792_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3628_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1394_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2827_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0228_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2023_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4707_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4451_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0105_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2097_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0645_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1087_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3681_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4209_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3858_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2274_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2794_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1521_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4788_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4396_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2998_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3931_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4765_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1876_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2201_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3525_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0155_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3190_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0073_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2490_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3443_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0015_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0621_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4615_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3263_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0045_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1719_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2106_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1313_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3694_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0453_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0945_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1781_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1603_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3888_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1052_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2982_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1585_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2035_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0554_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2033_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3600_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4783_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3073_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0316_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3785_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4120_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0708_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3314_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN3549_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2470_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4852_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4829_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3272_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1256_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2376_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4048_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1453_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3977_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0980_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1335_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2736_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0321_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4228_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2588_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4443_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4282_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0469_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4470_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN3049_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1634_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN0889_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1625_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1463_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4221_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0599_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0472_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN1893_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN2831_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4421_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1153_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4513_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN2871_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0853_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4447_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4581_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1221_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN0333_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN1635_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4084_landcover_v4p1_202006_S2_RGB.png,landcover,train
CHN4812_landcover_v4p1_202006_S2_RGB.png,landcover,validate
CHN4775_landcover_v4p1_202006_S2_RGB.png,landcover,train
