,iso3,uid,country,pf_number_plants,pf_number_blast_furnace,pf_total_raw_production_capacity,Unnamed: 6,pf_owner,pf_location,status,latitude,longitude,source,accuracy,owner_permid,owner_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,ownership_stake,parent_permid.1,parent_name.1,ownership_stake.1,comment_ownership
27,AUS,AUS0008,Australia,9.0,,,0.0,BLUESCOPE STEEL,"WESTERN PORT-HASTINGS, VIC",Operating,-38.283196,145.20503,PlantFacts,Exact,4295858761,BlueScope Steel Ltd,,,https://www.bluescope.com/about-us/where-we-are/,2020-04-30,4295858761.0,BlueScope Steel Ltd,,,,,
28,AUS,AUS0009,Australia,1.0,,,0.0,BLUESCOPE STEEL,"BRISBANE, QLD",Operating,-27.582695,153.032028,PlantFacts,Exact,4295858761,BlueScope Steel Ltd,,,https://www.bluescope.com/about-us/where-we-are/,2020-04-30,4295858761.0,BlueScope Steel Ltd,,,,,
29,AUS,AUS0011,Australia,1.0,,,0.0,BLUESCOPE STEEL,WESTERN SYDNEY,Operating,-33.8757124,151.2092035,PlantFacts,Approximate,,,,,,,,,,,,,
30,AUT,AUT0001,Austria,3.0,,,0.0,VOESTALPINE WIRE ROD AUSTRIA GMBH,DONAWITZ,Operating,47.3907944,15.0413113,PlantFacts,Exact,5000038424,voestalpine Stahl Donawitz GmbH,,,https://www.voestalpine.com/stahldonawitz/en/,2020-03-09,4295858976.0,voestalpine AG,,,,,
31,AUT,AUT0002,Austria,4.0,,,0.0,VOESTALPINE PRECISION STRIP ,KEMATEN,Operating,48.064267,14.792859,PlantFacts,Exact,4298049361,voestalpine Precision Strip GmbH,,,https://www.voestalpine.com/precision-strip/company/locations-worldwide/austria/locations,2020-03-09,4295858976.0,voestalpine AG,,,,,
32,AUT,AUT0003,Austria,40.0,4.0,13780.0,1.0,VOESTALPINE STAHL,LINZ,Operating,48.280419,14.332767,PlantFacts,Exact,5035949909,voestalpine Stahl GmbH,,,https://www.voestalpine.com/search/en/#?category=locations&format=list&ccontinent=europe&ccountry=austria,2020-03-09,4295858976.0,voestalpine AG,,,,,
33,AUT,AUT0004,Austria,1.0,,,0.0,STAHL JUDENBURG GMBH,JUDENBURG,Operating,47.174085,14.667944,PlantFacts,Exact,5039934273,Stahl Judenburg GmbH,,,https://www.gmh-gruppe.de/de-en/gmh-gruppe/units.html,2020-05-13,4296801706.0,Georgsmarienhuette Holding GmbH,,,,,
34,AUT,AUT0005,Austria,10.0,2.0,4340.0,1.0,VA STAHL DONAWITZ GMBH,DONAWITZ,Operating,47.381778,15.061917,PlantFacts,Exact,5000038424,voestalpine Stahl Donawitz GmbH,,,https://www.voestalpine.com/stahldonawitz/en/company/location/,2020-05-13,4295858976.0,voestalpine AG,,,,,
35,AUT,AUT0006,Austria,1.0,,,0.0,VA SCHIENEN GMBH,DONAWITZ,Operating,47.385683,15.054246,PlantFacts,Exact,4297238556,voestalpine Schienen GmbH,,,https://www.voestalpine.com/railway-systems/en/locations/voestalpine-schienen/,2020-05-13,4295858976.0,voestalpine AG,,,,,
36,AUT,AUT0007,Austria,1.0,,,0.0,WUPPERMANN AUSTRIA,JUDENBURG,Operating,47.173627,14.656863,PlantFacts,Exact,5035951450,Wuppermann Austria GmbH,,,https://www.wuppermann.com/locations/business-unit-tube/wuppermann-austria-gmbh,2020-05-14,4297659527.0,Wuppermann AG,,,,,
37,AUT,AUT0008,Austria,22.0,,180.0,0.0,BÌÐHLER EDELSTAHL GMBH,KAPFENBERG,Operating,47.4440644,15.2830786,PlantFacts,Exact,5061187413,Voestalpine Boehler Edelstahl Co GmbH & KG,,,https://www.bohler-edelstahl.com/en/voestalpine-boehler-edelstahl/,2020-05-13,4295858976.0,voestalpine AG,,,,,
38,AUT,AUT0009,Austria,9.0,,300.0,0.0,BREITENFELD EDELSTAHL,MITTERDORF,Operating,47.5345049,15.5006443,PlantFacts,Exact,4297142027,Breitenfeld Edelstahl AG,,1942.0,https://breitenfeld.at/en/how-to-find-us/,2020-05-13,4297142027.0,Breitenfeld Edelstahl AG,,,,,
39,AUT,AUT0010,Austria,4.0,,,0.0,VOESTALPINE PRECISION STRIP ,BOEHLERWERK,Operating,47.989746,14.73982,PlantFacts,Exact,4298049361,voestalpine Precision Strip GmbH,,,https://www.voestalpine.com/precision-strip/company/locations-worldwide/austria/locations,2020-03-09,4295858976.0,voestalpine AG,,,,,
40,AUT,AUT0011,Austria,4.0,,365.0,0.0,ST.+WW. MARIENHÌÏTTE,GRAZ,Operating,47.063927,15.418404,PlantFacts,Exact,5000898379,Stahl- und Walzwerk Marienhütte GmbH,,,https://www.marienhuette.at/kontakt,2020-05-15,,M + S Maschinen und Stahl Holding GmbH,,,,,
41,AUT,AUT0012,Austria,2.0,,,0.0,BÌÐHLER BLECHE GMBH,MÌÏRZZUSCHLAG,Operating,47.601473,15.666271,PlantFacts,Exact,,Voestalpine BÖHLER Bleche GmbH,,,https://www.voestalpine.com/search/en/#?category=locations&format=list&ccontinent=europe&ccountry=austria,2020-05-13,4295858976.0,voestalpine AG,,,,,
42,AUT,AUT0013,Austria,,,,0.0,,,Operating,47.547881,15.546945,https://www.gmh-gruppe.de/de-en/gmh-gruppe/units/vtk-krieglach-gmbh.html,Exact,5057961576,VTK Veredelungstechnik Krieglach GmbH,,,https://www.gmh-gruppe.de/de-en/gmh-gruppe/units/vtk-krieglach-gmbh.html,2020-05-13,4296801706.0,Georgsmarienhuette Holding GmbH,,,,,
43,AZE,AZE0001,Azerbaijan,7.0,,700.0,0.0,BAKU STEEL,BAKU PLANT,Operating,40.430742,49.886409,PlantFacts,Exact,,,,,,,,,,,,,
44,BHR,BHR0001,Bahrain,5.0,,2350.0,1.0,UNITED STEEL CO (SULB),HIDD INDUSTRIAL AREA,Operating,26.195868,50.678224,PlantFacts,Exact,5000674578,Sulb Company BSCC,,,http://www.sulb.com.bh/#!/contactus,2020-07-30,5000674578.0,Sulb Company BSCC,,,,,
45,BHR,BHR0002,Bahrain,1.0,,,0.0,UNIVERSAL ROLLING (UNIROL),HIDD INDUSTRIAL AREA,Operating,26.209857,50.669087,PlantFacts,Exact,,,,,,,,,,,,,
46,BHR,BHR0003,Bahrain,3.0,,,0.0,UNITED STAINLESS STEEL CO,HIDD INDUSTRIAL AREA,Operating,26.20225,50.678547,PlantFacts,Exact,,,,,,,,,,,,,
47,BHR,BHR0004,Bahrain,2.0,,11000.0,1.0,BAHRAIN STEEL,HIDD INDUSTRIAL AREA,Operating,26.196895,50.681574,PlantFacts,Exact,,,,,,,,,,,,,
48,BGD,BGD0001,Bangladesh,2.0,,,0.0,KYCR COIL INDUSTRIES LTD,CHITTAGONG,Operating,22.499834,91.715778,PlantFacts,Exact,,,,,,,,,,,,,
49,BGD,BGD0002,Bangladesh,2.0,,,0.0,BSRM STEELS,CHITTAGONG,Operating,22.38106,91.76862,PlantFacts,Exact,,,,,,,,,,,,,
50,BGD,BGD0003,Bangladesh,2.0,,0.0,0.0,RAHIM STEEL MILLS,DACCA,Operating,23.7167821,90.4221204,PlantFacts,Approximate,,,,,,,,,,,,,
51,BGD,BGD0004,Bangladesh,10.0,,1450.0,1.0,ABUL KHAIR STEEL,CHITTAGONG,Operating,22.472008,91.734827,PlantFacts,Exact,,,,,,,,,,,,,
52,BGD,BGD0005,Bangladesh,4.0,,,0.0,MEGHNA ENG. WORKS,CHITTAGONG,Operating,22.356851,91.7831819,PlantFacts,Approximate,,,,,,,,,,,,,
53,BLR,BLR0001,Belarus,16.0,,2700.0,1.0,BYELORUSSIAN STEEL  WORKS (BMZ),ZHLOBIN,Operating,52.851543,29.992252,PlantFacts,Exact,,,,,,,,,,,,,
54,BLR,BLR0002,Belarus,1.0,,,0.0,MIORY ROLLING MILL (MMPZ-group),"MIORY, VITEBSKAYA",Operating,53.924526,27.511219,PlantFacts,Approximate,,,,,,,,,,,,,
55,BEL,BEL0001,Belgium,1.0,,,0.0,ARCELORMITTAL LIEGE,MARCHIN,Operating,50.493935,5.235437,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://belgium.arcelormittal.com/en/inauguration-world-first-steel-industry-jet-vapor-deposition/,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
56,BEL,BEL0002,Belgium,1.0,,,0.0,ARCELORMITTAL GENT ,GEEL,Operating,51.143648,4.925188,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://flateurope.arcelormittal.com/ourmills/be/geel,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
57,BEL,BEL0003,Belgium,2.0,,,0.0,EUROPICKLING NV,EVERGEM,Operating,51.097947,3.692931,PlantFacts,Exact,5057778962,Europickling SA NV,,,http://www.europickling.com/en/,2020-05-14,5057778962.0,Europickling SA NV,,,,,
58,BEL,BEL0004,Belgium,1.0,,,0.0,ARCELORMITTAL GENT (SIKEL),GENK,Operating,50.940834,5.47968,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://flateurope.arcelormittal.com/ourmills/be/genk,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
59,BEL,BEL0005,Belgium,17.0,,1200.0,1.0,APERAM STAINLESS EUROPE,GENK,Operating,50.935668,5.509796,PlantFacts,Exact,5000047720,Aperam Stainless Belgium NV,,,https://www.aperam.com/belgium,2020-05-13,5001428593.0,Aperam SA,,,,,
60,BEL,BEL0008,Belgium,27.0,2.0,16630.0,1.0,ARCELORMITTAL GENT ,GHENT,Operating,51.170703,3.807688,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://flateurope.arcelormittal.com/ourmills/be/gent,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
61,BEL,BEL0009,Belgium,5.0,,,0.0,ARCELORMITTAL LIEGE,LIEGE-KESSALES,Operating,50.613573,5.494676,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://belgium.arcelormittal.com/en/inauguration-world-first-steel-industry-jet-vapor-deposition/,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
62,BEL,BEL0010,Belgium,7.0,,,0.0,NLMK LA LOUVIERE,LA LOUVIERE,Operating,50.488137,4.189103,PlantFacts,Exact,4296772966,NLMK la Louviere SA,,,https://eu.nlmk.com/en/strip/la-louviere/,2020-04-08,4295887048.0,Novolipetsk Steel PAO,,,,,
63,BEL,BEL0011,Belgium,5.0,,,0.0,ARCELORMITTAL LIEGE,FLEMALLE,Operating,50.594707,5.466776,PlantFacts,Exact,5000060650,Arcelormittal Belgium SA,,,https://flateurope.arcelormittal.com/ourmills/be/liege,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
64,BEL,BEL0013,Belgium,1.0,,,0.0,TATA STEEL SEGAL,IVOZ-RAMET,Operating,50.585014,5.437697,PlantFacts,Exact,,Segal Le galvaniseur de pointe pour l'automobile,0.6,1986.0,http://www.segal.be/fr/segal.html,2020-04-08,4295872420.0,Tata Steel Ltd,,,,,
65,BEL,BEL0015,Belgium,7.0,,1000.0,0.0,APERAM STAINLESS EUROPE,CHATELET,Operating,50.414695,4.531989,PlantFacts,Exact,5000047720,Aperam Stainless Belgium NV,,,https://www.aperam.com/belgium,2020-05-13,5001428593.0,Aperam SA,,,,,
66,BEL,BEL0016,Belgium,5.0,,850.0,0.0,THY MARCINELLE S.A.,CHARLEROI,Operating,50.410335,4.429693,PlantFacts,Exact,4296671968,Thy Marcinelle S.A.,,,https://www.rivagroup.com/en/production_sites/thy_marcinelle_charleroi,2020-05-13,5039934846.0,Riva Forni Elettrici SpA,,,,,
67,BEL,BEL0017,Belgium,5.0,,450.0,0.0,ARCELORMITTAL INDUSTEEL BELGIUM,CHARLEROI-MARCHIENNE,Operating,50.409829,4.412782,PlantFacts,Exact,4296306422,Industeel Belgium SA,,,https://industeel.arcelormittal.com/industeel/where-we-are/,2020-04-08,5000030092.0,Arcelormittal SA,,,,,storage
68,BEL,BEL0018,Belgium,1.0,,,0.0,NLMK CLABECQ ,ITTRE,Operating,50.6757,4.227263,PlantFacts,Exact,5000738417,NLMK Clabecq SA,,,https://eu.nlmk.com/en/plate/clabecq/production-process/,2020-04-08,4295887048.0,Novolipetsk Steel PAO,,,,,
69,BEL,BEL0019,Belgium,2.0,,,0.0,ARCELORMITTAL LIEGE,LIEGE-TILLEUR,Operating,50.615642,5.517478,PlantFacts,Exact,5039930036,Arcelormittal Ringmill SA,,,https://arcelormittalringmill.com/en/,2020-04-08,5000030092.0,Arcelormittal SA,,,,,
70,BEL,BEL0022,Belgium,,,,0.0,,,Operating,48.577504,7.795943,https://eu.nlmk.com/en/strip/strasbourg/,Exact,5000737650,NLMK Strasbourg SA,,,https://eu.nlmk.com/en/strip/strasbourg/,2020-05-13,4295887048.0,Novolipetsk Steel PAO,,,,,
71,BEL,BEL0023,Belgium,,,,0.0,,,Operating,50.412708,4.333466,https://www.rivagroup.com/en/production_sites/tfe_fontaine_l_eveque,Exact,,Tréfileries de Fontaine l'Eveque,,,https://www.rivagroup.com/en/production_sites/tfe_fontaine_l_eveque,2020-05-13,5039934846.0,Riva Forni Elettrici SpA,,,,,
72,BIH,BIH0001,Bosnia and Herzegovina,9.0,1.0,5000.0,1.0,ARCELORMITTAL ZENICA,ZENICA,Operating,44.227639,17.898785,PlantFacts,Exact,5000032006,Arcelormittal Zenica doo Zenica,,,https://barsandrods.arcelormittal.com/mills/zenica,2020-07-27,5000030092.0,Arcelormittal SA,,,,,
73,BIH,BIH0002,Bosnia and Herzegovina,1.0,,,0.0,GIKIL,LUKAVAC,Operating,44.549915,18.505602,PlantFacts,Exact,,,,,,,,,,,,,
74,BIH,BIH0003,Bosnia and Herzegovina,,,,0.0,,,Operating,44.550961,18.504728,0,Exact,,,,,,,,,,,,,
75,BRA,BRA0001,Brazil,6.0,,870.0,0.0,GERDAU USIBA ,"SIMOES FILHO, BA",Operating,-12.84938,-38.433312,PlantFacts,Exact,4297571558,Gerdau Acos Longos Sa,,,https://www2.gerdau.com.br/sites/default/files/downloadable_files/LO-USB-080722.pdf,2020-07-20,5000004542.0,Gerdau SA,,,,,
76,BRA,BRA0002,Brazil,2.0,2.0,500.0,0.0,COSIPAR,"BARCARENA CITY, PARA",Operating,-5.413941,-49.089814,PlantFacts,Exact,,,,,,,,,,,,,
77,BRA,BRA0003,Brazil,4.0,,,0.0,CIA. SIDERURGICA DE SUAPE,"SUAPE, PERNAMBUCO",Operating,-8.342767,-35.006253,PlantFacts,Exact,,,,,,,,,,,,,
78,BRA,BRA0004,Brazil,8.0,,250.0,0.0,GERDAU ACONORTE,"RECIFE, PE",Operating,-8.071809,-34.977168,PlantFacts,Exact,4297571558,Gerdau Acos Longos Sa,,,https://www2.gerdau.com.br/sites/default/files/downloadable_files/14001-Aconorte-010122.pdf,2020-07-20,5000004542.0,Gerdau SA,,,,,
79,BRA,BRA0005,Brazil,6.0,1.0,610.0,0.0,SID. NORTE BRASIL SA,"MARABA, PARA",Operating,-5.413785,-49.079903,PlantFacts,Exact,,,,,,,,,,,,,
80,BRA,BRA0006,Brazil,6.0,3.0,780.0,0.0,GUSA NORDESTE SA,"ACAILANDIA, MARANHAO",Operating,-4.893147,-47.387118,PlantFacts,Exact,,,,,,,,,,,,,
81,BRA,BRA0007,Brazil,4.0,4.0,340.0,0.0,VIENA SIDERURGICA SA,"ACAILANDIA, MARANHAO",Operating,-4.889582,-47.392827,PlantFacts,Exact,,,,,,,,,,,,,
82,BRA,BRA0008,Brazil,3.0,,190.0,0.0,GERDAU CEARENSE ,"MARACANAU, CE",Operating,-3.856478,-38.607259,PlantFacts,Exact,4297571558,Gerdau Acos Longos Sa,,,https://www2.gerdau.com.br/sites/default/files/downloadable_files/14001-Cearense-010122.pdf,2020-07-20,5000004542.0,Gerdau SA,,,,,
83,BRA,BRA0009,Brazil,2.0,,,0.0,SIDERURGICA LATINO-AMERICANA SA,"CAUCAIA, CEARA",Operating,-3.716437,-38.839305,PlantFacts,Exact,,,,,,,,,,,,,
84,BRA,BRA0010,Brazil,6.0,1.0,10460.0,1.0,CIA. SID. DO PECEM (CSP),"PORTUARIO DO PECEM, CE",Operating,-3.581128,-38.858662,PlantFacts,Exact,5036161673,CSP Companhia Siderurgica do Pecem,,,https://www.cspecem.com/en/about-us/pecem-industry-and-port-complex/,2020-08-03,4295859761.0,Vale SA,,,,,
85,BRA,BRA0011,Brazil,1.0,,7000.0,1.0,VALE,"SAO LUIS, MARANHAO",Operating,-2.565241,-44.346453,PlantFacts,Exact,,,,,,,,,,,,,
86,BRA,BRA0012,Brazil,30.0,3.0,14355.0,1.0,USIMINAS,"IPATINGA, MG",Operating,-19.48595,-42.543737,PlantFacts,Exact,4295859856,Usinas Siderurgicas de Minas Gerais SA (USIMINAS),,,http://ri.usiminas.com/enu/geographical-presence,2020-03-09,5000808305.0,Techint Group,,,,,
87,BRA,BRA0013,Brazil,2.0,,,0.0,UNIGAL,"IPATINGA, MG",Operating,-19.492494,-42.552629,PlantFacts,Exact,4298262119,UNIGAL,,,https://www.nipponsteel.com/en/company/bases/north-central-and-south-america/,2020-04-08,4295877313.0,Nippon Steel Corp,,,,,"seems to be part of the big Usiminas plant in IPATINGA, MG"
88,BRA,BRA0014,Brazil,2.0,,510.0,0.0,GERDAU GUAIRA,"ARAUCARIA, PR",Operating,-25.564046,-49.421697,PlantFacts,Exact,4297571558,Gerdau Acos Longos Sa,,,https://www2.gerdau.com.br/sites/default/files/downloadable_files/LO-UAR-100817.pdf,2020-07-20,5000004542.0,Gerdau SA,,,,,
89,BRA,BRA0015,Brazil,21.0,2.0,940.0,0.0,APERAM SOUTH AMERICA,"TIMOTEO, MG",Operating,-19.530304,-42.643162,PlantFacts,Exact,4295859711,Aperam Inox America do Sul SA,,,https://www.aperam.com/brazil,2020-05-13,5001428593.0,Aperam SA,,,,,
90,BRA,BRA0016,Brazil,13.0,,140.0,0.0,VILLARES METALS SA,"SUMARE, SP",Operating,-22.80243,-47.205493,PlantFacts,Exact,,,,,,,,,,,,,
91,BRA,BRA0017,Brazil,10.0,,600.0,0.0,GERDAU ACOS ESPECIAIS,"PINDAMONHANGABA,SP",Operating,-22.899036,-45.351304,PlantFacts,Exact,4298258054,Gerdau Acos Especiais SA,,,https://www2.gerdau.com.br/blog-acos-especiais,2020-05-22,5000004542.0,Gerdau SA,,,,,
92,BRA,BRA0018,Brazil,10.0,,1200.0,1.0,GERDAU COSIGUA,"SANTA CRUZ, RJ",Operating,-22.911284,-43.740853,PlantFacts,Exact,4297571558,Gerdau Acos Longos Sa,,,https://www2.gerdau.com.br/sites/default/files/downloadable_files/38002_16_Certificado_01_01_22_Correcao_Escopo.pdf,2020-07-20,5000004542.0,Gerdau SA,,,,,
93,BRA,BRA0020,Brazil,,,,0.0,,,Operating,-22.909515,-43.735625,https://www.ternium.com/en/contact-us#our-offices,Exact,5072816151,Ternium Brasil Ltda,,,https://www.ternium.com/en/contact-us#our-offices,2020-04-30,4295856130.0,Ternium SA,,,,,
94,BRA,BRA0021a,Brazil,,,,0.0,,,Operating,-22.920129,-45.413562,https://www.gsimec.com.mx/locations.php,Exact,4295884304,Grupo Simec SAB de CV,,,https://www.gsimec.com.mx/locations.php,2020-04-30,4295884304.0,Grupo Simec SAB de CV,,,,,
95,BRA,BRA0021b,Brazil,,,,0.0,,,Operating,-20.348094,-40.360882,https://www.gsimec.com.mx/locations.php,Exact,4295884304,Grupo Simec SAB de CV,,,https://www.gsimec.com.mx/locations.php,2020-04-30,4295884304.0,Grupo Simec SAB de CV,,,,,
