iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0017,China,Grinding,Taicang Plant,Anhui Conch,"Huaxing Road, Ludu, Taicang (215412), Jiangsu",Operating,31.479260999999997,121.213155,GCD,Exact,5000037048.0,Taicang Conch Cement Co Ltd,1.85,,http://english.conch.cn/jiangsusheng0062971508435783/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1.85Mt/yr - Grinding System: 3x (Φ3.8m x13m) closed circuit,,,,,1.85,Mt/yr,,Tel: +86 512 81606590,Fax: +86 512 81606522
CHN,CHN0018,China,Grinding,Fujian Jianyang Plant,Anhui Conch,"Jianyang (354200), Nanping, Fujian",Operating,27.361589000000002,118.10966100000002,GCD,Exact,5000014587.0,Fujian Jianyang Conch Cement Co Ltd,,,http://english.conch.cn/ahwhhl19947111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,0.6Mt/yr - Grinding System: 2x (Φ3m x9m) Roller Press,,,,,0.6,Mt/yr,,Tel: +86 599 5613888,Fax: +86 599 5613888
CHN,CHN0019,China,Grinding,Ma’anshan Plant,Anhui Conch,"Ma’anshan (243051), Anhui",Operating,31.76786,118.491851,GCD,Exact,5000036725.0,Maanshan Conch Cement Co Ltd,3.8,2005.0,http://english.conch.cn/anhui1/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.2Mt/yr - Grinding System: 4x (Φ4.2m x14.5m),,,,,3.2,Mt/yr,,Tel: +86 555 3507750,Fax: +86 555 3509008
CHN,CHN0020,China,Grinding,Ningbo Plant,Anhui Conch,"Ningbo (315800), Zhejiang",Operating,29.931804,121.855355,GCD,Exact,5000060564.0,Ningbo Conch Cement Co Ltd,3.2,2000.0,http://english.conch.cn/ahcz198471/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.6Mt/yr - Grinding System: 4x (Φ4.2m x11m) Ball Mill; RPV120-80 Roller Press,,,,,3.6,Mt/yr,,Tel: +86 574 86883686,Fax: +86 574 86880463
CHN,CHN0021,China,Grinding,Ning Haiqiang Jiao Plant,Anhui Conch,"Ninghai, Ningbo (315612), Zhejiang",Operating,29.48981,121.504058,GCD,Exact,5000035381.0,Ninghai Qiangjiao Conch Cement Co Ltd,4.4,,http://english.conch.cn/jiangsusheng00621/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.2Mt/yr - Grinding System: 2x (Φ4.2m x14.5m); 1x (Φ4.2m x14.5m) Roller Press,,,,,3.2,Mt/yr,,Tel: +86 574 65233896/ 65233933,Fax: +86 574 65199969/ 652339070574
CHN,CHN0023,China,Grinding,Changfeng Plant,Anhui Conch,"Shuangdunzhen, Changfeng, Hefei, Anhui",Operating,32.004975,117.24818300000001,GCD,Exact,5000032731.0,Anhui Chang Feng Conch Cement Co Ltd,1.8,,http://english.conch.cn/anhui788104068758137312748019046730825620/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1.8Mt/yr - Grinding System: 2x(Φ3.8m x13m); 2x(Φ3m x9m),,,,,1.8,Mt/yr,,Tel: +86 551 66377740,Fax: +86 551 66377090
CHN,CHN0024,China,Grinding,Suixi Industrial Area,Anhui Conch,"Suixi, Zhanjiang (524335), Guangdong",Operating,21.331892,110.30319899999999,GCD,Exact,5000014915.0,Zhanjiang Conch Cement Co Ltd,3.2,2008.0,http://english.conch.cn/11133439790/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.2Mt/yr - Grinding System: 4x (Φ4.2m x14.5m),,,,,3.2,Mt/yr,,Tel: +86 759 7789099,Fax: +86 759 7789000
CHN,CHN0025,China,Grinding,Taizhou Yangwan Plant,Anhui Conch,"Thailand High Road, Taizhou (225300), Jiangsu",Operating,32.31313,119.834704,GCD,Exact,5000037047.0,Taizhou Yangwan Conch Cement Co Ltd,,2003.0,http://english.conch.cn/jiangsusheng0062/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,6Mt/yr - Polysius 2x (Φ5.4m x15.5m) Ball Mill,,,,,6.0,Mt/yr,,Tel: +86 523 86985006,Fax: +86 523 86985000
CHN,CHN0026,China,Grinding,Jiangmen Conch Cement,Anhui Conch,"Xinhui, Jiangmen (529145), Guangdong",Operating,22.215127,113.09976599999999,GCD,Exact,5000014522.0,Jiangmen Conch Cement Co Ltd,3.2,2005.0,http://english.conch.cn/1113343/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.3Mt/yr - Grinding System: 4x (Φ4.2m x14.5m),,,,,3.3,Mt/yr,,Tel: +86 750 8256007,Fax: +86 750 8256088
CHN,CHN0027,China,Grinding,Jiangxi Jiang Plant,Anhui Conch,"Xinjiang, Nanchang (330116), Jiangxi",Operating,28.833796000000003,115.958428,GCD,Exact,5000072369.0,Jiangxi Ganjiang Conch Cement Co Ltd,4.0,,http://english.conch.cn/jiangsusheng0062971511/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,4Mt/yr - Grinding System: 4x (Φ4.2m x13m) Roller Press,,,,,4.0,Mt/yr,,Tel: +86 791 83205158,Fax: +86 791 83200088
CHN,CHN0028,China,Grinding,Jiangsu Baling Plant,Anhui Conch,"Yancheng (224051), Jiangsu",Operating,33.415332,120.16894599999999,GCD,Exact,5000035377.0,Jiangsu Baling Conch Cement Co Ltd,,,http://english.conch.cn/jiangsusheng0062971508435783012054541395/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3.2Mt/yr - Grinding System: 4x (Φ4.2m x14.5m),,,,,3.2,Mt/yr,,Tel: +86 515 86027008,Fax: +86 515 86027000
CHN,CHN0030,China,Grinding,Huai’an Plant,Anhui Conch,"Yue Wang Yingzhen River, Huaiyin, Huai’an (223300), Jiangsu",Operating,33.596743,118.966544,GCD,Exact,5000036724.0,Huaian Conch Cement Co Ltd,1.65,2004.0,http://english.conch.cn/jiangsusheng00629715084357830120/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1.65Mt/yr - Grinding System: 3x (Φ3.8m x13m),,,,,1.65,Mt/yr,,Tel: +86 517 84956610,Fax: +86 517 84955288
CHN,CHN0031,China,Grinding,Xiangshan Plant,Anhui Conch,"Zhou, Xiangshan (315722), Zhejiang",Operating,29.50057,121.65259499999999,GCD,Exact,5000047889.0,Xiangshan Conch Cement Co Ltd,4.4,,http://english.conch.cn/jiangsusheng00629715084357831/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,4.4Mt/yr - Grinding System: 4x (Φ4.2m x13m) Roller Press,,,,,4.4,Mt/yr,,Tel: +86 574 65835997,Fax: +86 574 65835333
CHN,CHN0032,China,Integrated,Baimashan Plant,Anhui Conch Cement,"Baimashan, Huolonggang, Wuhu, Wuhu, Anhui",Operating,31.229955,118.380624,GCD,Exact,5000547863.0,Anhui Hailuo Cement Baimashan Cement Plant Co Ltd,,,http://english.conch.cn/anhui/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 2.34Mt/yr,2.0,DRY,,,2.34,Mt/yr,,+86-553-8399069,+86-553-8399002
CHN,CHN0033,China,Integrated,,Anhui Conch Cement,"Chaozhushan, Lijiaping Town, Qiyang, Yongzhou, Hunan",Operating,26.720854,111.833275,GCD,Exact,5036205956.0,Qiyang Conch Cement Co Ltd,,2011.0,http://english.conch.cn/111112952325427235015514188272682/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-746-3816519,+86-746-3816599
CHN,CHN0034,China,Integrated,,Anhui Conch Cement,"Daichong, Fanchang, Wuhu, Anhui",Operating,31.137582000000002,118.169276,GCD,Exact,5000071311.0,Wuhu Conch Cement Co Ltd,,,http://english.conch.cn/anhui788104068758137312748019/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,4 Dry - 6.24Mt/yr,4.0,DRY,,,6.24,Mt/yr,,+86-553-7718005,+86-553-7421517
CHN,CHN0035,China,Integrated,Guiding Panjiang Cement,Anhui Conch Cement,"Dexin, Guiding, Guizhou",Operating,26.615973999999998,107.241019,GCD,Exact,5036205970.0,Guiding Conch Panjiang Cement Co Ltd,,2013.0,http://english.conch.cn/ahwhhl19947111111114442/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,+86-854-5131561,+86-854-5131688
CHN,CHN0036,China,Integrated,Ningguo Cement Plant,Anhui Conch Cement,"Gangkou, Ningguo, Anhui",Operating,30.687769,118.887302,GCD,Exact,4296676529.0,Anhui Ningguo Cement Plant,,,http://english.conch.cn/ahwhhl/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3 Dry - 10.94Mt/yr,3.0,DRY,,,10.94,Mt/yr,,+86-563-4888566,+86-563-4888588
CHN,CHN0037,China,Integrated,Cement,Anhui Conch Cement,"Ganjingba, Zhanjie, Qingzhen, Guiyang, Guizhou",Operating,26.667159,106.35811499999998,GCD,Exact,5036205971.0,Guiyang Conch Panjiang Cement Co Ltd,,2011.0,http://english.conch.cn/qwer1222/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,Guiyang Conch Panjiang +86-851-2113698,+86-851-2113699
CHN,CHN0038,China,Integrated,Cement,Anhui Conch Cement,"Ganlu, Shijing, Huaining, Anqing, Anhui",Operating,30.627841999999998,116.86049399999999,GCD,Exact,4298345409.0,Anhui Huai Ninghai Conch Cement Co Ltd,,,http://english.conch.cn/anhui7881040687581373/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,Anhui Huaining Conch +86-556-4045896,+86-556-4045812
CHN,CHN0039,China,Integrated,Cement,Anhui Conch Cement,"Gushan, Zongyang, Anqing, Anhui",Operating,30.744456,117.39298899999999,GCD,Exact,5000066365.0,Anhui Zongyang Conch Cement Co Ltd,,,http://english.conch.cn/anhui78810406/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,6 Dry - 9.36Mt/yr,6.0,DRY,,,9.36,Mt/yr,,Anhui Zongyang Conch +86-556-2591048,+86-556-2591066
CHN,CHN0040,China,Integrated,,Anhui Conch Cement,"Gusheng, Tongling, Anhui",Operating,30.844943,117.77703600000001,GCD,Exact,5000024083.0,Anhui Tongling Conch Cement Co Ltd,,,http://english.conch.cn/ahcz/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,4 Dry - 22.81Mt/yr,4.0,DRY,,,22.81,Mt/yr,,+86-562-3815703,+86-562-3815986
CHN,CHN0041,China,Integrated,Quanjiao Conch Cement,Anhui Conch Cement,"Hualong, Shizi, Quanjiao, Chuzhou, Anhui",Operating,32.189163,118.20973899999998,GCD,Exact,5036205950.0,Quanjiao Conch Cement Co Ltd ,,,http://english.conch.cn/anhui7881040687581373127480190467/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-550-2320706,+86-550-2320700
CHN,CHN0042,China,Integrated,Linxiang Conch Cement,Anhui Conch Cement,"Huishan, Baiyun, Linxiang, Yueyang, Hunan",Operating,29.508297999999996,113.407059,GCD,Exact,5036205947.0,Linxiang Conch Cement Co Ltd,,2010.0,http://english.conch.cn/11111295232541/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,+86-730-3377503,+86-730-3377566
CHN,CHN0043,China,Integrated,Fenyi Conch Cement,Anhui Conch Cement,"Huze, Fenyi, Xinyu, Jiangxi",Operating,27.859690999999998,114.747611,GCD,Exact,5000051451.0,Fenyi Conch Cement Co Ltd,2.8,1963.0,http://english.conch.cn/ahwhhl1994711/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-790-5715108,+86-790-5715098
CHN,CHN0044,China,Integrated,Xingye Kuiyang Cement,Anhui Conch Cement,"Kuiyang, Xingye, Yulin, Guangxi",Operating,22.709022,109.805221,GCD,Exact,5000014810.0,Xingye Kuiyang Conch Cement Co Ltd,3.6,2005.0,http://english.conch.cn/1111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-775-3777833,+86-775-3777999
CHN,CHN0045,China,Integrated,Jiande Conch Cement,Anhui Conch Cement,"Lijia, Jiande, Hangzhou, Zhejiang",Operating,29.33424,119.05024399999999,GCD,Exact,5000026070.0,Jiande Conch Cement Co Ltd,3.6,,http://english.conch.cn/ahwhhl199471/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-571-64532028,+86-571-64592372
CHN,CHN0046,China,Integrated,Jining Conch Cement,Anhui Conch Cement,"Miaoguan, Sishui, Jining, Shandong",Operating,35.614647999999995,117.442907,GCD,Exact,5036205958.0,Jining Conch Cement Co Ltd,2.2,2010.0,http://english.conch.cn/ahwhhl199471111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-537-4368202,+86-537-4368200
CHN,CHN0047,China,Integrated,,Anhui Conch Cement,"Min’an Industrial Park, Beiliu, Yulin, Guangxi",Operating,22.766407,110.420957,GCD,Exact,5000037027.0,Beiliu Conch Cement Co Ltd,3.6,2009.0,http://english.conch.cn/111334397901/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-775-6207788,+86-775-6207777
CHN,CHN0048,China,Integrated,,Anhui Conch Cement,"Niutoushan, Chizhou, Anhui",Operating,30.449153999999997,117.2375,GCD,Exact,5000014405.0,Anhui Chizhou Conch Cement Co Ltd,,,http://english.conch.cn/anhui788104068758/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,5 Dry - 5.31Mt/yr,5.0,DRY,,,5.31,Mt/yr,,+86-566-4418012,+86-566-4418012
CHN,CHN0050,China,Integrated,Shuangfeng Conch Cement,Anhui Conch Cement,"Santangpu, Shuangfeng, Loudi, Hunan",Operating,27.40206,111.985983,GCD,Exact,5000043729.0,Shuangfeng Conch Cement Co Ltd,,2004.0,http://english.conch.cn/ahwhhl1994711112/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-738-6625101,+86-738-6625028
CHN,CHN0051,China,Integrated,Dazhou Cement,Anhui Conch Cement,"Shihe, Dazhu, Dazhou, Sichuan",Operating,30.850812,107.32664199999999,GCD,Exact,5000034192.0,Dazhou Conch Cement Co Ltd,,,http://english.conch.cn/123456/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-818-6463000,+86-818-6463111
CHN,CHN0052,China,Integrated,Cement,Anhui Conch Cement,"Shuidong, Xuancheng, Anhui",Operating,30.788421000000003,118.97316299999999,GCD,Exact,5000072153.0,Anhui Xuancheng Conch Cement Co Ltd,,,http://english.conch.cn/anhui78810406875813731274/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,Anhui Xuande Conch +86-563-3267729,+86-563-3267666
CHN,CHN0053,China,Integrated,Yingde Conch Cement,Anhui Conch Cement,"Wangbu, Yingde, Qingyuan, Guangdong",Operating,24.268659,113.415031,GCD,Exact,5000065508.0,Yingde Conch Cement Co Ltd,6.4,2006.0,http://english.conch.cn/ahwhhl1994711111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,4 Dry - 6.24Mt/yr,4.0,DRY,,,6.24,Mt/yr,,+86-763-2598818,+86-763-2598830
CHN,CHN0054,China,Integrated,,Anhui Conch Cement,"Xiangwan, Yangchun, Guangdong",Operating,22.372601,111.961909,GCD,Exact,5036205955.0,Yangchun Conch Cement Co Ltd ,,2015.0,http://english.conch.cn/wnage/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 12.34Mt/yr,2.0,DRY,,,12.34,Mt/yr,,+86-662-7829668,+86-662-7829000
CHN,CHN0055,China,Integrated,,Anhui Conch Cement,"Xiantai, Xiamen, Kongtong, Pingliang, Gansu",Operating,35.469211,106.680729,GCD,Exact,5000034194.0,Pingliang Conch Cement Co Ltd,,2009.0,http://english.conch.cn/ahwhhl1994711111111444/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 2.81Mt/yr,2.0,DRY,,,2.81,Mt/yr,,+86-933-5969002,+86-933-5969888
CHN,CHN0056,China,Integrated,Cement,Anhui Conch Cement,"Xihe, Xinhua, Loudi, Hunan",Operating,27.834027000000003,111.172324,GCD,Exact,5000075658.0,Hunan Conch Cement Co Ltd,4.4,2009.0,http://english.conch.cn/1111123/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,Hunan Xinhua Conch +86-738-3527212,+86-738-3527009
CHN,CHN0057,China,Integrated,Shimen Conch Cement,Anhui Conch Cement,"Xinguan, Shimen, Changde, Hunan",Operating,29.587404,111.279676,GCD,Exact,5000031121.0,Shimen Conch Cement Co Ltd,,2008.0,http://english.conch.cn/1111129521/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 2.96Mt/yr,2.0,DRY,,,2.96,Mt/yr,,+86-736-5320605,+86-736-5320678
CHN,CHN0058,China,Integrated,Xing’an Cement,Anhui Conch Cement,"Xing’an, Xing’an, Guilin, Guangxi",Operating,25.636225,110.658047,GCD,Exact,5000067466.0,Xingan Conch Cement Co Ltd,7.9,2009.0,http://english.conch.cn/ahwhhl19947111111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3 Dry - 11.25Mt/yr,3.0,DRY,,,11.25,Mt/yr,,+86-773-6233034,+86-773-6233088
CHN,CHN0059,China,Integrated,Fusui Xinning Cement,Anhui Conch Cement,"Xinning, Fusui, Chongzuo, Guangxi",Operating,22.659126,107.90094099999999,GCD,Exact,4298347772.0,Fusui Xinning Conch Cement Co Ltd,,2005.0,http://english.conch.cn/11133431/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,3 Dry - 11.56Mt/yr,3.0,DRY,,,11.56,Mt/yr,,+86-771-7527999,+86-771-7527588
CHN,CHN0060,China,Integrated,Qianyang Cement,Anhui Conch Cement,"Xinzhong, Shuigou, Qianyang, Baoji, Shaanxi",Operating,34.723693,107.026559,GCD,Exact,5036205953.0,Qianyang Conch Cement Co Ltd,,,http://english.conch.cn/ahwhhl199471111111144423/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,+86-917-4258050,+86-917-4258008
CHN,CHN0061,China,Integrated,Anhui Digang Conch,Anhui Conch Cement,"Yangwan, Digang, Fanchang, Wuhu, Anhui",Operating,31.10045,118.0246,GCD,Exact,,Anhui Yangang Conch Cement Co Ltd,,,http://english.conch.cn/anhui7881/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,5 Dry - 6.24Mt/yr,5.0,DRY,,,6.24,Mt/yr,,+86-553-7310009,+86-553-7351412
CHN,CHN0062,China,Integrated,Yiyang Conch Cement,Anhui Conch Cement,"Yaofan, Sanxianling, Yiyang, Shangrao, Jiangxi",Operating,28.630062,117.37987,GCD,Exact,,Liyang Conch Cement Co Ltd,,,http://english.conch.cn/jiangsusheng006211/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-793-5975006,+86-793-5975008
CHN,CHN0063,China,Integrated,,Anhui Conch Cement,"Zhongsuo, Shitan, Qingxin, Qingyuan, Guangdong",Operating,24.174723,112.763253,GCD,Exact,5036205946.0,Guangdong Qingxin Cement Co Ltd,,2009.0,http://english.conch.cn/111/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-763-5629966,+86-763-5629999
