iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
KAZ,KAZ0001,Kazakhstan,Integrated,,BI Cement,Akmola,Under Construction,50.5938097,56.3246728999999,GCD,Approximate,,,,,,,,,1.1Mt/yr (Under construction),,,,,1.1,Mt/yr,,,
KAZ,KAZ0006,Kazakhstan,Integrated,,Huaxin Cement,"Kargaly, Aktobe",Under Construction,50.313182,57.3002084,GCD,Approximate,,,,,,,,,1.0Mt/yr (Under construction),,,,,1.0,Mt/yr,,,
KAZ,KAZ0013,Kazakhstan,Integrated,Zaozernoe Plant,TOO Kokshe Cement,Akmola,Under Construction,53.160126,71.21915,GCD,Exact,,,,,,,,,2.0Mt/yr (Under construction),,,,,2.0,Mt/yr,,Tel: +7 716 226 5300,
KEN,KEN0006,Kenya,Integrated,Kitui Plant,Dangote Cement,Kitui,Under Construction,-1.56422195,38.37281165,GCD,Approximate,,,,,,,,,3.0Mt/yr (In 2021 at the earliest),,,,,3.0,Mt/yr,,Tel: +254 181 002 02,
KGZ,KGZ0008,Kyrgyzstan,Integrated,Kemin Plant,ZETH Cement,"Kemin, Chui",Under Construction,42.7882884,75.69722800000002,GCD,Approximate,,,,,,,,,1.0Mt/yr (Under construction),,,,,1.0,Mt/yr,,,
LAO,LAO0006,Lao People's Democratic Republic,Integrated,,Lao-Patthana Cement,Khammuan,Under Construction,17.4987399999999,105.3517261,GCD,Approximate,,,,,,,,,1.6Mt/yr (Under construction),,,,,1.6,Mt/yr,,,
LAO,LAO0008,Lao People's Democratic Republic,Integrated,,Siam Cement Group,"Boualapha, Khammuan",Under Construction,17.31573,105.72191000000001,GCD,Approximate,,,,,,,,,1.8Mt/yr (Under construction),,,,,1.8,Mt/yr,,,
LAO,LAO0019,Lao People's Democratic Republic,Integrated,Luang Prabang III (preparing to build),Luang Prabang Cement,,Under Construction,20.486746,102.371427,GCD,Approximate,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,,
MAR,MAR0003,Morocco,Integrated,"Settat Plant (formerly Atlantic Cement, bought by CdM in 2H19 from Anouar Invest Group)",Ciments du Maroc (HeidelbergCement),Settat,Under Construction,33.0023969999999,-7.619867,GCD,Approximate,,,,,,,,,2.2Mt/yr - Under construction,,,,,2.2,Mt/yr,,,
MOZ,MOZ0010,Mozambique,Grinding,Beira Plant,Consolidated General Minerals (Ambrian),Beira,Under Construction,-19.828707,34.841782,GCD,Approximate,,,,,,,,,0.8Mt/yr (Under construction),,,,,0.8,Mt/yr,,Tel: +41 41 710 90 55,Fax: +41 41 710 90 57
MOZ,MOZ0012,Mozambique,Grinding,Tete Plant,PPC,Tete,Under Construction,-15.5205193,32.7682742,GCD,Approximate,,,,,,,,,0.5Mt/yr (Under construction),,,,,0.5,Mt/yr,,,
NER,NER0001,Niger,Integrated,,Dangote Cement,"Keita, Tahoua",Under Construction,14.80145,6.0591162160000005,GCD,Approximate,,,,,,,,,"2.5Mt/yr (Under construction, expected early 2021)",,,,,2.5,Mt/yr,,,
NGA,NGA0001,Nigeria,Grinding,,Abat Cement,"Ekpe, Akoko",Under Construction,7.4177,6.1743,GCD,Approximate,,,,,,,,,Under construction,,,,,,,,,
NGA,NGA0003,Nigeria,Integrated,,Ashaka Cement (42.63% LafargeHolcim),Gombe,Under Construction,10.28221605,11.16297712,GCD,Approximate,,,,,,,,,2.5Mt/yr (Due in 2018),,,,,2.5,Mt/yr,,,
NGA,NGA0011,Nigeria,Integrated,,International Cement Company Ltd,"Sagamu, Ogun",Under Construction,6.8477165,3.6440551,GCD,Approximate,,,,,,,,,1.15Mt/yr (Under construction),,,,,1.15,Mt/yr,,,
PAK,PAK0016,Pakistan,Integrated,,DG Khan Cement,"Hub, Karachi",Under Construction,25.2530576,67.1047583,GCD,Approximate,,,,,,,,,3.2Mt/yr (Under construction),,,,,3.2,Mt/yr,,,
PAK,PAK0028,Pakistan,Integrated,Hub Chowki Plant,Pioneer Galadari Cement,Hub Chowki,Under Construction,25.079939000000003,66.845512,GCD,Exact,,,,,,,,,1 Dry -1.0Mt/yr (Under con-,1.0,DRY,,,1.0,Mt/yr,struction),Tel: +92 21 568 3159,Fax: +92 21 568 0529
PHL,PHL0017,Philippines,Integrated,,Northern Cement (35% San Miguel),"Bulacan, Quezon",Under Construction,14.7948709999999,120.8777119,GCD,Approximate,,,,,,,,,2.0Mt/yr (Under construction),,,,,2.0,Mt/yr,,,
PHL,PHL0018,Philippines,Integrated,,Northern Cement (35% San Miguel),Pangasinan,Under Construction,15.916667000000002,120.33333300000001,GCD,Approximate,,,,,,,,,2Mt/yr (Under construction),,,,,2.0,Mt/yr,,,
PHL,PHL0019,Philippines,Integrated,,Northern Cement (35% San Miguel),Quezon,Under Construction,13.9,122.0,GCD,Approximate,,,,,,,,,2Mt/yr (Under construction),,,,,2.0,Mt/yr,,,
PHL,PHL0027,Philippines,Integrated,,San Miguel,Quezon,Under Construction,13.9,122.0,GCD,Approximate,,,,,,,,,2Mt/yr (Under construction),,,,,2.0,Mt/yr,,,
PHL,PHL0033,Philippines,Grinding,Zambonga Grinding Plant,DCMI Holdings,Zambonga,Under Construction,6.92069,122.07808999999999,GCD,Approximate,,,,,,,,,(completion by 2020),,,,,,,,,
PHL,PHL0034,Philippines,Grinding,Iloilo Grinding Plant,DCMI Holdings,Iloilo,Under Construction,10.719967,122.56158799999999,GCD,Approximate,,,,,,,,,Completion by 2020),,,,,,,,,
PHL,PHL0037,Philippines,Grinding,Batangas Grinding Plant,DCMI Holdings,Batangas,Under Construction,13.756673000000001,121.057236,GCD,Approximate,,,,,,,,,(completion by 2020),,,,,,,,,
RUS,RUS0027,Russian Federation,Integrated,Voronezhni Cement Plant,Eurocement,Voronezh,Under Construction,50.393904,39.642452,GCD,Approximate,,,,,,,,,3.0Mt/yr (Under construction),,,,,3.0,Mt/yr,,,
RUS,RUS0044,Russian Federation,Integrated,Kaluzsky Plant,Lafarge Russia (LafargeHolcim),Kaluga,Under Construction,54.5101087,36.2598115,GCD,Approximate,,,,,,,,,2.0 - 4.0Mt/yr (Under construction),,,,,4.0,Mt/yr,,,
RUS,RUS0062,Russian Federation,Integrated,Verkhovsky Plant,Oryol Stroy Tech,,Under Construction,56.47871175,84.95930071,GCD,Approximate,,,,,,,,,(Under construction),,,,,,,,,
LKA,LKA0007,Sri Lanka,Integrated,,Tokyo Eastern Cement,"China Bay, Trincomalee",Under Construction,8.556673,81.190405,GCD,Approximate,,,,,,,,,1.0Mt/yr (Still ‘under construction’),,,,,1.0,Mt/yr,,Tel: +94 26 223 3165,Fax: +94 26 223 3293
SYR,SYR0017,Syrian Arab Republic,Integrated,,United Company for Cement,25km NE of Ad Dumayr,Under Construction,33.688286,36.743927,GCD,Approximate,,,,,,,,,2 Dry - 4.5Mt/yr ‘Under construction.’,2.0,DRY,,,4.5,Mt/yr,,,
SYR,SYR0018,Syrian Arab Republic,Integrated,,North Star Company,20km NE of Ad Dumayr,Under Construction,33.739228999999995,36.803486,GCD,Approximate,,,,,,,,,1 Dry - 3.2Mt/yr ‘Under construction.’,1.0,DRY,,,3.2,Mt/yr,,,
TJK,TJK0001,Tajikistan,Integrated,,Chjuntsay-Taboshar Cement (Huaxin Cement / Gajur Cement),"Ghafur, Vahdat",Under Construction,38.5544954,69.0239964,GCD,Approximate,,,,,,,,,0.6Mt/yr (Had been due in 2016),,,,,0.6,Mt/yr,,,
TJK,TJK0004,Tajikistan,Integrated,Ghayur-Sughd Cement plant,Huaxin Cement/Gajur Cement,,Under Construction,40.2185779,69.7354804,GCD,Approximate,,,,,,,,,1.2Mt/yr ‘Construction started 2014’ no further news on progress,,,,,1.2,Mt/yr,,,
TZA,TZA0011,"Tanzania, United Republic of",Integrated,Tanga plant,Hengya Cement (CNBM),,Under Construction,-5.08936,39.102171000000006,GCD,Approximate,,,,,,,,,7Mt/yr Construction permits awarded 2019,,,,,7.0,Mt/yr,,,
TUR,TUR0035,Turkey,Grinding,Eskisehir Plant,Küpeliler,Eskisehir,Under Construction,39.768856400000004,30.521646500000003,GCD,Approximate,,,,,,,,,2.0Mt/yr (Under construction),,,,,2.0,Mt/yr,,Tel: +90 222 217 1717,
TUR,TUR0053,Turkey,Integrated,Elazig Plant,SYCS Çimento,Elazig,Under Construction,38.674438,39.222013000000004,GCD,Approximate,,,,,,,,,2.4Mt/yr (Under construction),,,,,2.4,Mt/yr,,,
ARE,ARE0022,United Arab Emirates,Integrated,,JK White Cement Works (Fujairah) FSC,"FZC, Fujairah",Under Construction,25.136175,56.324490000000004,GCD,Approximate,,,,,,,,,Dry duel kiln - 0.6Mt/yr white or 1Mt/yr grey,,,,,0.6,Mt/yr,Ajay Mathur,Tel: +971 4 279 7303,Fax: +971 4 420 3906
UZB,UZB0002,Uzbekistan,Integrated,,Almalyk Mining and Metallurgical Combine (AMMC),"Jarkurgan, Surkhandarya",Under Construction,37.4765875,67.3962863,GCD,Approximate,,,,,,,,,1.5Mt/yr (Due in 2019),,,,,1.5,Mt/yr,,,
VEN,VEN0012,"Venezuela, Bolivarian Republic of",Integrated,,Invecem,"Monay, Trujillo",Under Construction,9.5404709,-70.4612610999999,GCD,Approximate,,,,,,,,,1 Dry - 0.8Mt/yr (Under construction),1.0,DRY,,,0.8,Mt/yr,,,
VEN,VEN0013,"Venezuela, Bolivarian Republic of",Integrated,,La Corporación Socialista del Cemento,"Barquisimeto, Lara",Under Construction,10.228451800000002,-69.8197974999999,GCD,Approximate,,,,,,,,,1.2Mt/yr (Under construction),,,,,1.2,Mt/yr,,Tel: +58 251 270 7701,Fax: +58 251 273 2234
VEN,VEN0014,"Venezuela, Bolivarian Republic of",Integrated,,Mini Cement Plant,Peña,Under Construction,8.181013900000002,-63.534954500000005,GCD,Approximate,,,,,,,,,0.2Mt/yr (Under construction),,,,,0.2,Mt/yr,,,
VNM,VNM0072,Vietnam,Integrated,,Vietnam Machinery,"Do Luong, Nghe An",Under Construction,18.9159875,105.31406799999901,GCD,Approximate,,,,,,,,,0.9Mt/yr (Under construction),,,,,0.9,Mt/yr,,,
ZMB,ZMB0009,Zambia,Integrated,,Central African Cement Company Ltd (ZCCM IH),"Masaiti, Coperbelt Province",Under Construction,-13.330893,28.7651,GCD,Approximate,,,,,,,,,1.65Mt/year (‘commissioning 2020’),,,,,1.65,Mt/yr,,,
ZWE,ZWE0006,Zimbabwe,Integrated,Ruwa Plant,PPC,"Msasa, Mashonaland East",Under Construction,-18.1158366,31.137221500000003,GCD,Approximate,,,,,,,,,0.7Mt/yr (Under construction),,,,,0.7,Mt/yr,,,
