iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax,rank,pop2020,GrowthRate
BGD,BGD0003,Bangladesh,Grinding,Mongola Plant,Bashundhara Industrial Complex,"Mongola, Bagerhat",Operating,22.515404,89.587142,GCD,Exact,,,,,,,,,1.62Mt/yr - Loesche 56.3+3 S,,,,,1.62,Mt/yr,,Tel: +88 46 627 5377,Fax: +88 46 627 5371,,164689.383,0.0101
BGD,BGD0004,Bangladesh,Grinding,Bangladesh Plant,Cemex,"Madangonj, Narayangonj",Operating,23.599460999999998,90.510752,GCD,Exact,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,,,Fax: +88 02 8814521,,164689.383,0.0101
BGD,BGD0005,Bangladesh,Integrated,Chhatak Plant,Chhatak Cement,Dhaka,Operating,25.046629,91.65805,GCD,Exact,,,,,,,,,2 Dry - 1.2Mt/yr (2.8Mt/yr in 2019),2.0,DRY,,,1.2,Mt/yr,Mohammad Shahidur Rahman A I M Nazmul Alm,,,,164689.383,0.0101
BGD,BGD0006,Bangladesh,Grinding,Kanchpur Plant,HeidelbergCement Bangladesh,"Kanchpur, Narayangonj, Dhaka",Operating,23.71286,90.51543000000001,GCD,Exact,4296392248.0,Heidelberg Cement Bangladesh Ltd,,,https://www.heidelbergcementbd.com/our_offices_and_plants.aspx,2020-02-08,4295868961.0,HeidelbergCement AG,0.5Mt/yr,,,,,0.5,Mt/yr,,Tel: +88 25 881 5602 ( / 3),Fax: +88 25 881 5598,,164689.383,0.0101
BGD,BGD0007,Bangladesh,Grinding,Chittagong Plant,HeidelbergCement Bangladesh,"South Halishahar, Chattogram",Operating,22.279538,91.795684,GCD,Exact,4296392248.0,Heidelberg Cement Bangladesh Ltd,,,https://www.heidelbergcementbd.com/our_offices_and_plants.aspx,2020-02-08,4295868961.0,HeidelbergCement AG,0.8Mt/yr,,,,,0.8,Mt/yr,S.M. Jabed,Tel: +88 031 250 0818,Fax: +88 031 250 1159,,164689.383,0.0101
BGD,BGD0009,Bangladesh,Grinding,United Cement Industries Plant 2,Holcim Bangladesh (LafargeHolcim),"Meghna Ghat, Sonargaon, Narayangonj",Operating,23.611005,90.613007,GCD,Exact,4296127762.0,LafargeHolcim Bangladesh Ltd,,,https://www.lafargeholcim.com.bd/company-profile,2020-02-09,4295890620.0,LafargeHolcim Ltd,0.7Mt/yr,,,,,0.7,Mt/yr,Khandker Ataur Rahman Rifat,Tel: +880 29 881 002,Fax: +880 28 815 249,,164689.383,0.0101
BGD,BGD0010,Bangladesh,Grinding,Saiham Cement Industries Plant 3,Holcim Bangladesh (LafargeHolcim),"Mongola Port, Bagerhat Kwang Se Chung",Operating,22.504972,89.58950300000001,GCD,Exact,4296127762.0,LafargeHolcim Bangladesh Ltd,,,https://www.lafargeholcim.com.bd/company-profile,2020-02-09,4295890620.0,LafargeHolcim Ltd,,,,,,,,,Tel: +880 17 566 959,Fax: +880 2 881 5249,,164689.383,0.0101
BGD,BGD0013,Bangladesh,Integrated,Chhatak Plant,Lafarge Surma Cement (29.44% LafargeHolcim / 29.45% Cementos Molins),"Chhatak, Sunamgonj",Operating,25.034445,91.648303,GCD,Exact,4296127762.0,LafargeHolcim Bangladesh Ltd,,,https://www.lafargeholcim.com.bd/company-profile,2020-02-09,4295890620.0,LafargeHolcim Ltd,1 Dry - 5.5Mt/yr,1.0,DRY,,,5.5,Mt/yr,Manirul Haque,Tel: +880 29 854 847,Fax: +880 28 815 167,,164689.383,0.0101
BGD,BGD0014,Bangladesh,Grinding,,MI Cement Factory,Munshigonj,Operating,23.576689000000002,90.508382,GCD,Exact,,,,,,,,,0.2Mt/yr (Expansion announced,,,,,0.2,Mt/yr,in 2015),Tel: +880 27 648 077,Fax: +880 2764 8070,,164689.383,0.0101
BGD,BGD0016,Bangladesh,Integrated,Mongla Plant,Sena Kalyan Sangstha,"Dhaka, Bagerhat",Operating,22.517834,89.585596,GCD,Exact,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,Masud Almahmud,Tel: +880 29 890 819,Fax: +880 29 890 900,,164689.383,0.0101
BGD,BGD0017,Bangladesh,Grinding,Kaliganj Plant,Seven Circle Bangladesh (Shun Shing Group),"Kaliganj, Dhaka",Operating,23.934081,90.613085,GCD,Exact,,Seven Circle Bangladesh Limited,,,http://www.ssgil.com/manufacturing/cement-plants/,2020-02-22,5046047295.0,Shun Shing Group International Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,,Tel: +880 28 817 690,Fax: +880 28 811 926,,164689.383,0.0101
BGD,BGD0018,Bangladesh,Grinding,Khulna Plant,Seven Circle Bangladesh (Shun Shing Group),Khulna,Operating,22.784672,89.581336,GCD,Exact,,Shun Shing Cement Mills Ltd,,,http://www.ssgil.com/manufacturing/cement-plants/,2020-02-22,5046047295.0,Shun Shing Group International Ltd,1.3Mt/yr,,,,,1.3,Mt/yr,,Tel: +880 41 283 2325,Fax: +880 41 283 1525,,164689.383,0.0101
BGD,BGD0019,Bangladesh,Grinding,Emirates Plant,Star Cement (Aditya Birla Group / Emirates Cement Bangladesh),"Kawran Bazar, Dhaka",Operating,23.568501,90.52032700000001,GCD,Exact,,,,,,,,,0.5Mt/yr,,,,,0.5,Mt/yr,,Tel: +88 28113097,Fax: +88 28127773,,164689.383,0.0101
BGD,BGD0020,Bangladesh,Grinding,North Potenga Plant,NGS Cement,"North Potenga, Chattogram",Operating,22.26509,91.796193,GCD,Exact,,,,,,,,,0.21Mt/yr 1x40t/hr,,,,,0.21,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0021,Bangladesh,Grinding,Isha Nagar Plant,Diamond Cement Ltd,"Isha Nagar, Karnafully, Chattogram",Operating,22.307487,91.812937,GCD,Exact,,,,,,,,,"0.707Mt/yr 1x20, 1x34, 1x80t/hr",,,,,0.7070000000000001,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0022,Bangladesh,Grinding,Isha Nagar Plant,National Cement Mills Ltd,"Isha Nagar, Karnafully, Chattogram",Operating,22.308584,91.8143,GCD,Exact,,,,,,,,,1.53Mt/yr,,,,,1.53,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0023,Bangladesh,Grinding,Chattogram Plant,S. Alam Cement Ltd,"Char Patharghata Karnaphuli, Chattogram",Operating,22.312268,91.85799999999999,GCD,Exact,,,,,,,,,0.317Mt/yr 1x60t/hr,,,,,0.317,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0024,Bangladesh,Grinding,Kalurghat Plant,Aramit Cement Ltd,"Mohara, Chattogram",Operating,22.381623,91.869938,GCD,Exact,,,,,,,,,"0.49Mt/yr (16hr/d x 330d/y) 1x35t/hr, 1 x50t/hr",,,,,0.49,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0025,Bangladesh,Grinding,Madambibir Hat Plant,Confidence Cement Ltd,"Bhatiary, Sitakunda, Chattogram",Operating,22.441231,91.738037,GCD,Exact,,,,,,,,,"1.03Mt/yr 2x12.5, 1x80, 1x90t/hr (CNBM Int. Eng.)",,,,,1.03,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0026,Bangladesh,Grinding,Joromatal Plant,Royal Cement Ltd,"Joromatal, Bara Kumira, Chattogram",Operating,22.502645,91.71544,GCD,Exact,,,,,,,,,"0.74Mt/yr 2x40, 1x60t/hr",,,,,0.74,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0027,Bangladesh,Grinding,Mongla Port Plant,Dubai Bangladesh Cement Mills Ltd,"Mongla Port, Bagherhat",Operating,22.503884,89.59030200000001,GCD,Exact,,,,,,,,,"0.818Mt/yr 2x35, 1x85t/hr",,,,,0.818,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0028,Bangladesh,Grinding,Birirdanga Plant,Mongla Cement Factory,"Birirdanga, Mongla, Bagherhat",Operating,22.51778,89.58541600000001,GCD,Exact,,,,,,,,,"1.11Mt/yr 1x35, 1x65, 1x110t/hr",,,,,1.11,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0029,Bangladesh,Grinding,Chattogram Plant,Alhaj Mostafa Hakim Cement Ind. Ltd,"Chota Kumira, Sitakunda, Chattogram",Operating,22.53217,91.700866,GCD,Exact,,,,,,,,,0.13Mt/yr 1x25t/hr,,,,,0.13,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0030,Bangladesh,Grinding,Rupatoli Plant,Olympic Cement Ltd,"Rupatoli, Barisal",Operating,22.652466,90.345293,GCD,Exact,,,,,,,,,"1.0Mt/yr 2x35, 1x120t/hr",,,,,1.0,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0031,Bangladesh,Grinding,West Mukterpur Plant,Shah Cement Industries Ltd,"West Mukterpur, Munchiganj",Operating,23.568618,90.524404,GCD,Exact,,,,,,,,,"6.5Mt/yr (India), 1x540t/hr (OK 81-6, FLS)",,,,,6.5,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0032,Bangladesh,Grinding,West Mukterpur Plant,Metrocem Cement Ltd,"West Mukterpur, Munshiganj",Operating,23.571925,90.521455,GCD,Exact,,,,,,,,,"0.607Mt/yr 1x40, 1x60t/hr",,,,,0.607,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0033,Bangladesh,Grinding,West Mukterpur Plant,Premier Cement Ltd,"West Mukterpur, Munshiganj",Operating,23.578554999999998,90.513202,GCD,Exact,,,,,,,,,"3.8Mt/yr 4x85t/hr (FLS/China), 1x380t/",,,,,3.8,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0034,Bangladesh,Grinding,Tatui Tala Plant,Anward Cement Mills Ltd,"Gazaria, Munshigoni",Operating,23.602161,90.624685,GCD,Exact,,,,,,,,,"0.607Mt/yr 2x15t/hr, 1x85t/hr",,,,,0.607,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0035,Bangladesh,Grinding,Meghna Ghat Plant,Unique Cement Industries Ltd (Meghna Group),"Meghna Ghat, Narayangonj",Operating,23.609232000000002,90.61001,GCD,Exact,,,,,,,,,4.64Mt/yr,,,,,4.64,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0036,Bangladesh,Grinding,Meghnaghat Plant,MTC Cement Industries Ltd,"Meghnaghat, Sonargaon, Narayangonj",Operating,23.612783,90.60623199999999,GCD,Exact,,,,,,,,,"1.636Mt/yr 1x60, 1x250t/hr",,,,,1.636,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0037,Bangladesh,,,,,Operating,23.666470999999998,90.634656,OSM,Exact,,,,,,,,,,,,,,,,,,,,164689.383,0.0101
BGD,BGD0038,Bangladesh,Grinding,Sonargaon Plant,Bengal Cement Ltd,"Baiddyer Bazar, Sonargaon, Narayangonj",Operating,23.695611,90.64130300000001,GCD,Exact,,,,,,,,,0.686Mt/yr 2x65t/hr,,,,,0.6859999999999999,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0039,Bangladesh,Grinding,Brammangonj Plant,Mir Cement Ltd,"Brammangonj, Gonganagar Murapara, Rupgonj",Operating,23.770601,90.512821,GCD,Exact,,,,,,,,,"0.42Mt/yr 1x30, 1x50t/hr",,,,,0.42,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0040,Bangladesh,Grinding,Kaligonj Plant,Confidence Cement Ltd,"Kaligong, Gazipur, Dhaka",Operating,23.894575,90.588746,GCD,Exact,,,,,,,,,"1.32Mt/yr 1x250t/hr VRM, Loesche",,,,,1.32,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0041,Bangladesh,Grinding,Baghabari Ghat Plant,DeshBandhu Cement Mills Ltd,"Baghabari Ghat, Siragonj",Operating,24.127959,89.586911,GCD,Exact,,,,,,,,,0.19Mt/yr 2x18t/hr,,,,,0.19,Mt/yr,,,,,164689.383,0.0101
BGD,BGD0042,Bangladesh,Grinding,Siragonj Plant,Aman Cement Mills Ltd,"Ullahpara, near railway sta- tion, Siragonj",Operating,24.290893,89.566546,GCD,Exact,,,,,,,,,0.179Mt/yr 2x17t/hr,,,,,0.179,Mt/yr,,,,,164689.383,0.0101
BTN,BTN0001,Bhutan,Integrated,Premagalshel Plant,Dungsam Cement,Premagalshel,Operating,26.872676000000002,91.232077,GCD,Exact,,,,,,,,,1.0Mt/yr,,,,,1.0,Mt/yr,,Tel: +975 748 1114,Fax: +975 748 1191,,771.608,0.0112
BTN,BTN0002,Bhutan,Integrated,Penden Plant,Penden Cement Authority,"Gomtu, Samtse",Operating,26.816891,89.188862,GCD,Exact,,,,,,,,,1 Dry - 0.5Mt/yr,1.0,DRY,,,0.5,Mt/yr,Kaylzang Tshering,Tel: +975 537 1013,Fax: +975 537 1015,,771.608,0.0112
BTN,BTN0003,Bhutan,,,,,Operating,26.821865000000003,89.18328199999999,OSM,Exact,,,,,,,,,,,,,,,,,,,,771.608,0.0112
KHM,KHM0001,Cambodia,Integrated,,Chip Mong Cement (40% Siam City Cement),Kampot Province,Operating,10.641964999999999,104.527495,GCD,Exact,,,,,,,,,1 Dry - 1.5Mt/yr,1.0,DRY,,,1.5,Mt/yr,,,,,16718.965,0.0141
KHM,KHM0002,Cambodia,Integrated,,Kampot Cement (Siam Cement Group),Phnom Tatung Kampot,Operating,10.688055,104.513181,GCD,Exact,,,,,,,,,2 Lines - 1.0Mt/yr (Third line planned),,,,,1.0,Mt/yr,Charoenchai Charengkengkai,Tel: +885 23 996 839,Fax: +885 23 996 849,,16718.965,0.0141
KHM,KHM0003,Cambodia,Integrated,Chakrey Ting plant,Cambodia Cement (40% Huaxin),Kampot Province,Operating,10.683438,104.26791700000001,GCD,Exact,,"Cambodia Zhuo Leoding Cement Co., Ltd.",,,https://www.huaxincem.com/,2020-02-12,4295864110.0,Huaxin Cement Co Ltd,1.05Mt/yr,,,,,1.05,Mt/yr,,,,,16718.965,0.0141
KHM,KHM0004,Cambodia,,,,,Operating,10.68802,104.513143,https://scc.listedcompany.com/supplementary.html,Exact,5035961121.0,Kampot Cement Co Ltd,,,https://scc.listedcompany.com/supplementary.html,2020-06-22,4295892800.0,Siam Cement PCL,,,,,,,,,,,,16718.965,0.0141
KHM,KHM0005,Cambodia,,,,,Operating,10.718817999999999,104.354834,OSM,Exact,,,,,,,,,,,,,,,,,,,,16718.965,0.0141
KHM,KHM0006,Cambodia,Integrated,,Battambang Conch Cement,Battambang,Operating,12.87017,103.014868,GCD,Exact,,,,,,,,,1.8Mt/yr,,,,,1.8,Mt/yr,,,,,16718.965,0.0141
GEO,GEO0002,Georgia,Integrated,Kaspi Plant,CaucasusCement Holding B.V. (HeidelbergCement/ Cement Invest),Kaspi,Operating,41.917342,44.417629999999996,GCD,Exact,,HeidelbergCement Georgia Ltd,,,https://www.heidelbergcement.ge/en/plants-and-companies,2020-02-08,4295868961.0,HeidelbergCement AG,1 Dry - 1Mt/yr (Commissioned December 2018),1.0,DRY,,,1.0,Mt/yr,Zaza Sadunishvili,Tel: +995 32 332 505,Fax: +995 32 331 666,,3989.167,-0.0019
GEO,GEO0003,Georgia,Grinding,Poti Plant,HeidelbergCement Georgia,Poti,Operating,42.161275,41.677186,GCD,Exact,,HeidelbergCement Georgia Ltd,,,https://www.heidelbergcement.ge/en/plants-and-companies,2020-02-08,4295868961.0,HeidelbergCement AG,02Mt/yr,,,,,2.0,Mt/yr,,Tel: +995 322 474 747,Fax: +995 322 470 707,,3989.167,-0.0019
GEO,GEO0004,Georgia,Integrated,Rustavi Plant,HeidelbergCement Georgia,Rustavi,Operating,41.513089,45.047818,GCD,Exact,,HeidelbergCement Georgia Ltd,,,https://www.heidelbergcement.ge/en/plants-and-companies,2020-02-08,4295868961.0,HeidelbergCement AG,3 Wet - 0.6Mt/yr,3.0,WET,,,0.6,Mt/yr,Giorgi Jangveladze,Tel: +995 32 332 505,Fax: +995 32 331 666,,3989.167,-0.0019
GEO,GEO0006,Georgia,,,,,Operating,41.815251,44.850631,OSM,Exact,,,,,,,,,,,,,,,,,,,,3989.167,-0.0019
IND,IND0002,India,Grinding,Sindri Plant,ACC (LafargeHolcim),"ACC Colony, Dhanbad, Jharkhand",Operating,23.663137,86.50055400000001,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.0Mt/yr,,,,,1.0,Mt/yr,Sirsendu Adhikari,Tel: +91 32 6224 5120 ( / 054),Fax: +91 32 6224 5515,,1380004.385,0.0099
IND,IND0003,India,Grinding,Bargarh Plant,ACC (LafargeHolcim),"Bardol, Bargarh, Odisha",Operating,21.372104,83.61546,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.20Mt/yr,,,,,1.2,Mt/yr,Anil Gajananrao Singewar,Tel: +91 66 4624 6189  ( / 90),Fax: +91 66 4624 6430,,1380004.385,0.0099
IND,IND0004,India,Integrated,Gagal plant,ACC (LafargeHolcim),"Barmana , Bilaspur, Himachal Pradesh",Operating,31.413701,76.83489200000001,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,4.4Mt/yr,,,,,4.4,Mt/yr,Rakesh Sinha,Tel: +91 19 7824 4031,Fax: +91 19 7824 4067,,1380004.385,0.0099
IND,IND0005,India,Integrated,Chanda plant,ACC (LafargeHolcim),"Chanda, Chandrapur, Maharashtra",Operating,19.919045999999998,79.113259,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,3.7Mt/yr,,,,,3.7,Mt/yr,,,,,1380004.385,0.0099
IND,IND0006,India,Integrated,Jamul plant,ACC (LafargeHolcim),"Jamul, Durg, Chhattisgarh",Operating,21.239354000000002,81.383196,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,Gopika P Tiwari,Tel: +91 78 8229 0569,Fax: +91 78 8229 0576,,1380004.385,0.0099
IND,IND0007,India,Integrated,Chaibasa plant,ACC (LafargeHolcim),"Jhinkpani West Singhbhun, Jharkhand",Operating,22.424460999999997,85.753248,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,0.9Mt/yr (Separate grinding capacity),,,,,0.9,Mt/yr,Sunil Gutpa,Tel: +91 65 8923 5224,Fax: +91 65 8923 5250,,1380004.385,0.0099
IND,IND0008,India,Grinding,Kudithini Plant,ACC (LafargeHolcim),"Kudithini, Bellary, Karnataka",Operating,15.216119,76.781632,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.2Mt/yr,,,,,1.2,Mt/yr,M Sai Ramesh,Tel: +91 90 0802 5078,Fax: +91 83 9221 0522,,1380004.385,0.0099
IND,IND0009,India,Integrated,Kymore plant,ACC (LafargeHolcim),"Kymore, Katni, Madhya Pradesh",Operating,24.054744,80.613003,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,2.7Mt/yr,,,,,2.7,Mt/yr,R S Rathore,Tel: +91 76 2627 2301,Fax: +91 76 2627 2303,,1380004.385,0.0099
IND,IND0010,India,Integrated,Lakheri plant,ACC (LafargeHolcim),"Lakheri, Bundi, Rajasthan",Operating,25.670752,76.188927,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,Umesh Pratap,Tel: +91 74 3826 1642,Fax: +91 74 3826 1504,,1380004.385,0.0099
IND,IND0011,India,Integrated,Madukkarai plant,ACC (LafargeHolcim),"Madukkarai, Coimbatore, Tamil Nadu",Operating,10.906571000000001,76.955751,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.1Mt/yr,,,,,1.1,Mt/yr,Ashish Kumar Srivastava,Tel: +91 42 2226 5212,Fax: +91 42 2262 2282,,1380004.385,0.0099
IND,IND0012,India,Grinding,Damodhar Plant,ACC (LafargeHolcim),"Sunuri, Purulia, West Bengal",Operating,23.637114,86.887733,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,0.5Mt/yr,,,,,0.5,Mt/yr,A R Mukherjee,Tel: +91 32 5127 2224,Fax: +91 325 127 2223,,1380004.385,0.0099
IND,IND0013,India,Grinding,Tikaria Plant,ACC (LafargeHolcim),"Tehsil Gauriganj, Sultanpur, Uttar Pradesh",Operating,26.190592000000002,81.706283,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,3.0Mt/yr,,,,,3.0,Mt/yr,A K Saxena,Tel: +91 5368 244 096 ( / 349),Fax: +91 5368 244 479,,1380004.385,0.0099
IND,IND0014,India,Integrated,Thondebhavi plant,ACC (LafargeHolcim),"Thondebhavi, Chickballapur, Karnataka",Operating,13.499151999999999,77.509404,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,K K Rajeev,Tel: +91 81 5528 8802,Fax: +91 81 5528 8682,,1380004.385,0.0099
IND,IND0015,India,Integrated,Wadi plant,ACC (LafargeHolcim),"Wadi, Gulbarga, Karnataka",Operating,17.062828,76.97830400000001,GCD,Exact,4295872413.0,ACC Ltd,,,https://www.acclimited.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,5.8Mt/yr,,,,,5.8,Mt/yr,S B Singh,Tel: +91 84 7620 2239,Fax: +91 84 7620 2190,,1380004.385,0.0099
IND,IND0016,India,Integrated,Adhunik plant,Adhunik Cement (Dalmia Bharat),"Lumshnong, Jaintia Hills, Meghalaya",Operating,25.191689999999998,92.359261,GCD,Exact,5000747519.0,Dalmia Cement (Bharat) Ltd,,,https://www.dalmiacement.com/contact-us.html,2020-02-05,5050706317.0,Dalmia Bharat Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,Nichanametla Padmanabhaiah,Tel: +91 96 1289 5628,,,1380004.385,0.0099
IND,IND0017,India,Grinding,Alcon Plant,Alcon Cement Company,"Surla, Bicholim Taluka, Goa",Operating,15.492270000000001,74.02641899999999,GCD,Exact,,,,,,,,,,,,,,,,,Tel:+91 83 2298 6521,Fax:+91 83 2235 3401,,1380004.385,0.0099
IND,IND0018,India,Integrated,,Ambuja Cements (LafargeHolcim),"Ambuja Nagar, Kodinar, Gujarat",Operating,20.83622,70.69306,GCD,Exact,4295873304.0,Ambuja Cements Ltd,,,https://www.ambujacement.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,5.5Mt/yr,,,,,5.5,Mt/yr,Vilas Deshmukh,Tel: +91 27 9524 5161,Fax: +91 27 9523 2629,,1380004.385,0.0099
IND,IND0019,India,Grinding,Bhatinda Plant,Ambuja Cements (LafargeHolcim),"Bhatinda, Punjab",Operating,30.233638,74.912213,GCD,Exact,4295873304.0,Ambuja Cements Ltd,,,https://www.ambujacement.com/contact-us,2020-02-09,4295890620.0,LafargeHolcim Ltd,0.5Mt/yr,,,,,0.5,Mt/yr,Sanjay Vashist,Tel: +91 16 4227 3487 ( / 3850),Fax: +91 16 4227 3484,,1380004.385,0.0099
